"","name","salary","team","height(ft)","weight(lb)","school","country","draft_year","draft_round","draft_number","+/-","player_year","position","age","games","started","mins/game","field_goal","field_goal_attempt","3_game","3_att","2_game","2_att","freethrows","free_throw_attempt","o_rebound","d_rebound","t_rebound","assist","steal","block","turnover","fouls","ppg","infl","mvp","mip","6_man","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","fg_per","two_per","efg","three_per","free_per"
"56","Wesley Matthews","18622513","DAL","6'5""","220","Marquette","USA","Undrafted","Undrafted","Undrafted","  -0.9","2019","SG","32","21","21","  31.0","  5.2"," 11.9","  2.5","  6.3","  2.7","  5.5","  2.6","  3.3"," 0.6","  2.0","  2.6","  2.4"," 0.8"," 0.2","  1.2","  2.1"," 15.5"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.436974789916","0.490909090909","0.542016806723","0.396825396825","0.78787878788"
"57","Goran Dragic","18109175","MIA","6'3""","190","None","Slovenia","2008","2","45","   3.5","2019","PG","32","14","14","  29.1","  5.5"," 13.4","  1.6","  4.9","  3.9","  8.4","  2.7","  3.6"," 0.6","  2.5","  3.1","  4.9"," 0.7"," 0.3","  2.5","  2.1"," 15.3"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.410447761194","0.464285714286","0.470149253731","0.326530612245","0.75000000000"
"58","Kent Bazemore","18089888","ATL","6'5""","201","Old Dominion","USA","Undrafted","Undrafted","Undrafted"," -10.3","2019","SG","29","26","21","  26.4","  4.5"," 10.4","  1.3","  4.5","  3.3","  6.0","  2.2","  2.9"," 0.6","  3.4","  4.0","  2.3"," 1.7"," 1.0","  2.1","  2.5"," 12.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.432692307692","0.550000000000","0.495192307692","0.288888888889","0.75862068966"
"59","Evan Turner","17868853","POR","6'7""","220","Ohio State","USA","2010","1","2","  -0.7","2019","PG","30","26"," 0","  25.6","  3.5","  7.5","  0.2","  1.1","  3.3","  6.4","  1.0","  1.6"," 0.6","  4.4","  5.0","  4.2"," 0.7"," 0.3","  2.0","  2.1","  8.1"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.466666666667","0.515625000000","0.480000000000","0.181818181818","0.62500000000"
"60","Tristan Thompson","17469565","CLE","6'10""","238","Texas","Canada","2011","1","4","  -7.4","2019","C","27","27","27","  30.3","  5.2","  9.5","  0.0","  0.0","  5.2","  9.5","  1.5","  2.5"," 5.0","  6.6"," 11.6","  2.1"," 0.8"," 0.4","  1.5","  2.3"," 12.0"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.547368421053","0.547368421053","0.547368421053","           NaN","0.60000000000"
"61","Draymond Green","17469565","GSW","6'7""","230","Michigan State","USA","2012","2","35","   9.0","2019","PF","28","14","14","  30.4","  2.8","  6.4","  0.5","  2.2","  2.3","  4.1","  0.9","  1.3"," 0.9","  6.9","  7.7","  7.2"," 1.7"," 0.8","  3.2","  3.1","  6.9"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","0.437500000000","0.560975609756","0.476562500000","0.227272727273","0.69230769231"
"62","Reggie Jackson","17043478","DET","6'3""","208","Boston College","USA","2011","1","24","  -4.5","2019","PG","28","25","25","  28.7","  5.1"," 12.9","  2.0","  6.0","  3.1","  6.9","  3.0","  3.5"," 0.6","  2.1","  2.6","  4.4"," 0.8"," 0.1","  1.9","  3.2"," 15.2"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.395348837209","0.449275362319","0.472868217054","0.333333333333","0.85714285714"
"63","Bismack Biyombo","17000000","CHA","6'9""","255","None","Democratic Re...","2011","1","7"," -25.0","2019","C","26","10"," 0","   7.7","  0.7","  1.2","  0.0","  0.0","  0.7","  1.2","  0.4","  0.9"," 0.5","  1.3","  1.8","  0.2"," 0.1"," 0.9","  0.4","  1.7","  1.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.583333333333","0.583333333333","0.583333333333","           NaN","0.44444444444"
"64","Evan Fournier","17000000","ORL","6'7""","205","None","France","2012","1","20","  -0.5","2019","SG","26","26","26","  30.3","  5.8"," 13.8","  2.0","  6.3","  3.8","  7.6","  1.5","  1.9"," 0.3","  2.6","  2.9","  3.8"," 1.0"," 0.3","  1.9","  3.0"," 15.1"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.420289855072","0.500000000000","0.492753623188","0.317460317460","0.78947368421"
"65","Derrick Favors","16900000","UTA","6'10""","265","Georgia Tech","USA","2010","1","3","  -2.3","2019","C","27","27","24","  23.2","  4.3","  7.1","  0.3","  1.0","  4.0","  6.1","  1.7","  2.8"," 2.9","  4.1","  7.0","  0.9"," 0.9"," 1.3","  1.2","  2.3"," 10.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.605633802817","0.655737704918","0.626760563380","0.300000000000","0.60714285714"
"66","Pau Gasol","16800000","SAS","7'0""","250","None","Spain","2001","1","3","   1.1","2019","C","38"," 9"," 0","  17.4","  2.4","  4.8","  0.4","  0.8","  2.0","  4.0","  1.4","  2.0"," 1.2","  4.9","  6.1","  3.3"," 0.1"," 1.0","  0.8","  1.8","  6.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.500000000000","0.541666666667","0.500000000000","0.70000000000"
"67","Luol Deng","16747954","MIN","6'9""","237","Duke","United Kingdo...","2004","1","7","   1.3","2019","SF","33"," 3"," 0","   8.7","  1.3","  4.0","  0.0","  1.7","  1.3","  2.3","  0.7","  1.0"," 1.7","  2.0","  3.7","  0.3"," 0.3"," 0.3","  0.3","  0.7","  3.3"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.325000000000","0.565217391304","0.325000000000","0.000000000000","0.70000000000"
"68","Jonas Valanciunas","16539326","TOR","7'0""","265","None","Lithuania","2011","1","5","   5.4","2019","C","26","29","10","  19.2","  5.0","  8.8","  0.3","  1.0","  4.7","  7.8","  2.7","  3.2"," 1.8","  5.4","  7.2","  1.0"," 0.4"," 0.8","  1.3","  2.8"," 13.0"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.568181818182","0.602564102564","0.585227272727","0.300000000000","0.84375000000"
"69","Gary Harris","16517857","DEN","6'4""","210","Michigan State","USA","2014","1","19","   7.3","2019","SG","24","21","21","  32.3","  6.2"," 14.1","  1.7","  5.3","  4.5","  8.8","  2.5","  3.2"," 0.7","  2.5","  3.2","  2.9"," 1.2"," 0.4","  1.2","  2.2"," 16.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.439716312057","0.511363636364","0.500000000000","0.320754716981","0.78125000000"
"70","Andre Iguodala","16000000","GSW","6'5""","215","Arizona","USA","2004","1","9","   4.3","2019","SF","34","25","11","  23.4","  1.8","  4.0","  0.6","  1.7","  1.3","  2.3","  0.6","  1.0"," 0.7","  2.5","  3.2","  3.0"," 0.8"," 0.6","  1.0","  1.4","  4.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.450000000000","0.565217391304","0.525000000000","0.352941176471","0.60000000000"
"71","Ian Mahinmi","16000000","WAS","6'11""","262","None","France","2005","1","28","  -6.2","2019","C","32","15"," 6","  13.2","  0.9","  2.2","  0.1","  0.5","  0.9","  1.7","  1.7","  2.5"," 1.5","  1.9","  3.3","  0.5"," 0.5"," 0.3","  0.5","  2.3","  3.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.409090909091","0.529411764706","0.431818181818","0.200000000000","0.68000000000"
"72","Clint Capela","15793104","HOU","6'10""","240","None","Switzerland","2014","1","25","  -0.1","2019","C","24","26","26","  33.7","  7.7"," 11.8","  0.0","  0.0","  7.7"," 11.8","  2.0","  3.5"," 4.8","  6.7"," 11.6","  1.6"," 0.5"," 2.0","  1.7","  2.7"," 17.4"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.652542372881","0.652542372881","0.652542372881","           NaN","0.57142857143"
"73","DeMarre Carroll","15400000","BKN","6'8""","215","Missouri","USA","2009","1","27","  -0.3","2019","SF","32","17"," 0","  22.1","  2.5","  7.2","  1.2","  3.8","  1.3","  3.4","  2.5","  3.0"," 1.1","  4.0","  5.1","  0.8"," 0.4"," 0.1","  1.2","  1.6","  8.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.347222222222","0.382352941176","0.430555555556","0.315789473684","0.83333333333"
"74","Gorgui Dieng","15170787","MIN","6'11""","252","Louisville","Senegal","2013","1","21","   1.5","2019","C","28","27"," 0","  13.6","  2.0","  4.3","  0.1","  0.7","  1.8","  3.6","  1.2","  1.4"," 0.8","  3.1","  4.0","  0.8"," 0.4"," 0.7","  0.8","  1.7","  5.3"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.465116279070","0.500000000000","0.476744186047","0.142857142857","0.85714285714"
"75","Eric Bledsoe","15000000","MIL","6'1""","205","Kentucky","USA","2010","1","18","   9.6","2019","PG","29","26","26","  29.7","  6.0"," 11.9","  1.8","  4.8","  4.3","  7.1","  2.0","  2.7"," 1.2","  3.3","  4.5","  5.8"," 1.4"," 0.5","  2.2","  2.3"," 15.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.504201680672","0.605633802817","0.579831932773","0.375000000000","0.74074074074"
"76","Trevor Ariza","15000000","WAS","6'8""","215","UCLA","USA","2004","2","43"," -13.5","2019","SF","33","25","25","  33.9","  3.3","  8.8","  1.9","  5.3","  1.4","  3.5","  1.4","  1.6"," 0.6","  4.8","  5.5","  3.3"," 1.4"," 0.3","  1.6","  1.7","  9.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.375000000000","0.400000000000","0.482954545455","0.358490566038","0.87500000000"
"77","Tobias Harris","14800000","LAC","6'9""","235","Tennessee","USA","2011","1","19","   3.0","2019","PF","26","27","27","  34.8","  8.0"," 15.9","  1.9","  4.7","  6.1"," 11.2","  3.0","  3.5"," 0.7","  7.5","  8.2","  2.2"," 0.6"," 0.5","  2.0","  2.1"," 21.0"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.503144654088","0.544642857143","0.562893081761","0.404255319149","0.85714285714"
"78","Ricky Rubio","14800000","UTA","6'4""","190","None","Spain","2009","1","5","   3.0","2019","PG","28","28","28","  29.6","  4.6"," 11.5","  1.4","  4.4","  3.1","  7.1","  2.5","  3.0"," 0.3","  3.1","  3.4","  6.1"," 1.5"," 0.2","  3.0","  2.9"," 13.1"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.400000000000","0.436619718310","0.460869565217","0.318181818182","0.83333333333"
"79","JR Smith","14720000","CLE","6'5""","225","None","USA","2004","1","18","  -3.4","2019","SG","33","11"," 4","  20.2","  2.5","  7.2","  1.1","  3.5","  1.4","  3.6","  0.7","  0.9"," 0.0","  1.6","  1.6","  1.9"," 1.0"," 0.3","  1.0","  1.7","  6.7"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.347222222222","0.388888888889","0.423611111111","0.314285714286","0.77777777778"
"80","James Johnson","14420700","MIA","6'8""","240","Wake Forest","USA","2009","1","16","  -7.3","2019","PF","31","11"," 9","  20.4","  2.8","  7.7","  0.8","  2.9","  2.0","  4.8","  1.1","  1.2"," 0.5","  2.3","  2.8","  2.5"," 0.6"," 0.4","  1.3","  2.2","  7.5"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.363636363636","0.416666666667","0.415584415584","0.275862068966","0.91666666667"
"81","Robin Lopez","14357750","CHI","7'0""","275","Stanford","USA","2008","1","15","  -4.4","2019","C","30","21"," 0","  16.4","  2.4","  4.6","  0.1","  0.4","  2.3","  4.2","  0.4","  0.6"," 0.9","  1.1","  2.0","  1.1"," 0.1"," 0.9","  1.4","  2.0","  5.3"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.521739130435","0.547619047619","0.532608695652","0.250000000000","0.66666666667"
"82","Marvin Williams","14087500","CHA","6'9""","237","North Carolina","USA","2005","1","2","   5.2","2019","PF","32","25","25","  25.2","  3.2","  7.6","  1.6","  4.7","  1.6","  3.0","  0.7","  1.1"," 0.9","  4.4","  5.3","  1.0"," 0.8"," 0.7","  0.6","  1.8","  8.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.421052631579","0.533333333333","0.526315789474","0.340425531915","0.63636363636"
"83","Taj Gibson","14000000","MIN","6'9""","232","Southern California","USA","2009","1","26","  -2.1","2019","PF","33","27","27","  25.9","  4.2","  8.0","  0.4","  0.9","  3.9","  7.1","  1.8","  2.5"," 2.8","  4.0","  6.9","  1.4"," 1.0"," 0.6","  1.0","  2.5"," 10.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.525000000000","0.549295774648","0.550000000000","0.444444444444","0.72000000000"
"84","Kenneth Faried","13764045","BKN","6'8""","220","Morehead State","USA","2011","1","22","  -9.4","2019","PF","29"," 8"," 0","   5.6","  1.4","  1.8","  0.0","  0.0","  1.4","  1.8","  0.4","  0.9"," 0.9","  1.1","  2.0","  0.0"," 0.1"," 0.1","  0.4","  0.3","  3.1"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.777777777778","0.777777777778","0.777777777778","           NaN","0.44444444444"
"85","Thaddeus Young","13764045","IND","6'8""","221","Georgia Tech","USA","2007","1","12","   7.2","2019","PF","30","27","27","  28.9","  4.7","  9.4","  0.3","  1.3","  4.4","  8.1","  0.9","  1.6"," 1.9","  3.7","  5.5","  1.4"," 1.4"," 0.4","  1.2","  2.2"," 10.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.543209876543","0.515957446809","0.230769230769","0.56250000000"
"86","Tyson Chandler","13585000","LAL","7'1""","240","None","USA","2001","1","2","  -1.3","2019","C","36","24"," 0","  18.8","  1.3","  2.1","  0.0","  0.0","  1.3","  2.1","  1.2","  1.8"," 2.0","  4.9","  6.9","  0.7"," 0.5"," 0.3","  0.9","  2.6","  3.7"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.619047619048","0.619047619048","0.619047619048","           NaN","0.66666666667"
"87","Marcin Gortat","13565218","LAC","6'11""","240","None","Poland","2005","2","57","  -3.1","2019","C","34","21","21","  17.5","  2.2","  4.0","  0.0","  0.0","  2.2","  4.0","  1.0","  1.3"," 1.3","  4.3","  5.6","  1.6"," 0.1"," 0.6","  1.1","  2.2","  5.5"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.550000000000","0.550000000000","0.550000000000","           NaN","0.76923076923"
"88","Cody Zeller","13528090","CHA","7'0""","240","Indiana","USA","2013","1","4","   3.0","2019","C","26","25","25","  24.3","  3.7","  6.4","  0.1","  0.4","  3.6","  6.0","  1.8","  2.1"," 1.8","  3.6","  5.4","  2.0"," 0.8"," 0.7","  1.1","  3.2","  9.4"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.578125000000","0.600000000000","0.585937500000","0.250000000000","0.85714285714"
"89","Eric Gordon","13500375","HOU","6'4""","215","Indiana","USA","2008","1","7","   2.0","2019","SG","29","23"," 9","  32.7","  5.4"," 14.6","  2.6","  8.5","  2.8","  6.0","  2.3","  2.9"," 0.3","  1.9","  2.3","  1.9"," 0.5"," 0.5","  1.3","  2.0"," 15.7"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.369863013699","0.466666666667","0.458904109589","0.305882352941","0.79310344828"
"90","Michael Kidd-Gilchrist","13000000","CHA","6'7""","232","Kentucky","USA","2012","1","2","   3.5","2019","PF","25","20"," 1","  20.2","  3.3","  6.6","  0.3","  0.8","  3.0","  5.8","  1.8","  2.3"," 2.0","  3.5","  5.5","  1.1"," 0.4"," 1.3","  0.7","  2.9","  8.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.500000000000","0.517241379310","0.522727272727","0.375000000000","0.78260869565"
"91","Khris Middleton","13000000","MIL","6'8""","222","Texas A&M","USA","2012","2","39","   9.1","2019","SF","27","25","25","  30.6","  5.9"," 13.7","  2.9","  7.1","  3.0","  6.6","  3.0","  3.5"," 0.4","  5.4","  5.8","  3.8"," 1.2"," 0.1","  2.4","  2.7"," 17.7"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.430656934307","0.454545454545","0.536496350365","0.408450704225","0.85714285714"
"92","Mason Plumlee","12917808","DEN","6'11""","235","Duke","USA","2013","1","22","   4.8","2019","C","28","27"," 1","  18.1","  2.9","  4.9","  0.0","  0.1","  2.9","  4.8","  1.1","  2.5"," 2.2","  3.3","  5.4","  2.1"," 1.1"," 1.0","  1.5","  3.1","  7.0"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.591836734694","0.604166666667","0.591836734694","0.000000000000","0.44000000000"
"93","Wilson Chandler","12800562","PHI","6'9""","225","DePaul","USA","2007","1","23","   8.6","2019","PF","31","16","12","  24.4","  2.5","  5.1","  0.9","  2.4","  1.6","  2.8","  0.1","  0.4"," 1.4","  3.3","  4.7","  1.8"," 0.4"," 0.4","  1.1","  2.4","  6.1"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.490196078431","0.571428571429","0.578431372549","0.375000000000","0.25000000000"
"94","Solomon Hill","12763467","NOP","6'7""","225","Arizona","USA","2013","1","23","  -2.9","2019","SF","27","17"," 5","  20.9","  1.4","  3.6","  0.8","  2.2","  0.6","  1.4","  0.2","  0.5"," 0.8","  2.3","  3.1","  1.3"," 0.5"," 0.2","  0.8","  1.6","  3.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.388888888889","0.428571428571","0.500000000000","0.363636363636","0.40000000000"
"95","Nikola Vucevic","12750000","ORL","7'0""","260","Southern California","Montenegro","2011","1","16","   1.7","2019","C","28","27","27","  30.7","  8.5"," 15.7","  1.2","  3.0","  7.3"," 12.8","  2.3","  2.8"," 2.5","  9.0"," 11.5","  3.7"," 1.0"," 1.0","  2.1","  2.0"," 20.6"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.541401273885","0.570312500000","0.579617834395","0.400000000000","0.82142857143"
"96","Austin Rivers","12650000","WAS","6'4""","200","Duke","USA","2012","1","10","  -1.9","2019","SG","26","27"," 2","  23.3","  2.6","  6.7","  1.1","  3.6","  1.5","  3.0","  0.9","  1.5"," 0.4","  2.0","  2.4","  2.0"," 0.6"," 0.3","  1.3","  2.5","  7.2"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.388059701493","0.500000000000","0.470149253731","0.305555555556","0.60000000000"
"97","Joe Ingles","12545455","UTA","6'8""","226","None","Australia","Undrafted","Undrafted","Undrafted","   6.6","2019","SF","31","28","28","  31.6","  4.5","  9.9","  2.1","  5.6","  2.4","  4.3","  1.0","  1.5"," 0.3","  3.6","  3.9","  4.5"," 1.7"," 0.2","  2.3","  2.4"," 12.2"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.454545454545","0.558139534884","0.560606060606","0.375000000000","0.66666666667"
"98","Kelly Olynyk","12537527","MIA","7'0""","240","Gonzaga","Canada","2013","1","13","   4.0","2019","PF","27","25"," 5","  19.9","  2.9","  6.6","  1.4","  4.2","  1.5","  2.3","  2.2","  2.8"," 0.9","  3.2","  4.1","  2.0"," 0.7"," 0.4","  1.4","  2.4","  9.5"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.439393939394","0.652173913043","0.545454545455","0.333333333333","0.78571428571"
"99","Jeremy Lin","12516746","ATL","6'3""","200","Harvard","USA","Undrafted","Undrafted","Undrafted","  -5.6","2019","PG","30","23"," 0","  18.5","  3.7","  7.1","  1.1","  2.7","  2.5","  4.4","  2.5","  3.0"," 0.2","  2.1","  2.3","  3.1"," 0.9"," 0.1","  2.0","  2.0"," 11.0"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.521126760563","0.568181818182","0.598591549296","0.407407407407","0.83333333333"
"100","Jordan Clarkson","12500000","CLE","6'5""","194","Missouri","USA","2014","2","46","  -7.7","2019","SG","26","27"," 0","  25.0","  6.4"," 14.4","  1.5","  4.7","  4.9","  9.7","  1.8","  2.1"," 1.1","  2.2","  3.3","  2.1"," 0.6"," 0.1","  1.5","  1.7"," 16.0"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.444444444444","0.505154639175","0.496527777778","0.319148936170","0.85714285714"
"101","Nikola Mirotic","12500000","NOP","6'10""","250","None","Montenegro","2011","1","23","   0.3","2019","PF","27","25","22","  30.0","  6.0"," 13.4","  2.5","  7.2","  3.5","  6.1","  2.8","  3.3"," 1.6","  7.6","  9.2","  1.0"," 0.8"," 0.6","  1.2","  2.4"," 17.4"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.447761194030","0.573770491803","0.541044776119","0.347222222222","0.84848484848"
"102","Miles Plumlee","12400000","ATL","6'11""","249","Duke","USA","2012","1","26"," -10.0","2019","C","30","16"," 0","   9.7","  1.9","  2.8","  0.0","  0.0","  1.9","  2.8","  1.0","  1.8"," 1.0","  1.3","  2.3","  0.9"," 0.4"," 0.3","  0.6","  0.8","  4.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.678571428571","0.678571428571","0.678571428571","           NaN","0.55555555556"
"103","Tyreke Evans","12400000","IND","6'5""","220","Memphis","USA","2009","1","4","   3.7","2019","SG","29","26","11","  22.3","  3.8"," 10.1","  1.4","  3.8","  2.4","  6.3","  1.8","  2.4"," 0.6","  2.4","  3.0","  2.6"," 1.3"," 0.3","  2.2","  1.9"," 10.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.376237623762","0.380952380952","0.445544554455","0.368421052632","0.75000000000"
"104","Courtney Lee","12253780","NYK","6'5""","215","Western Kentucky","USA","2008","1","22","  -7.9","2019","SG","33"," 4"," 0","  10.8","  1.0","  3.5","  0.5","  1.3","  0.5","  2.3","  1.0","  1.5"," 1.0","  1.3","  2.3","  1.5"," 0.5"," 0.0","  0.0","  1.3","  3.5"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.285714285714","0.217391304348","0.357142857143","0.384615384615","0.66666666667"
"105","JJ Redick","12250000","PHI","6'4""","200","Duke","USA","2006","1","11","   7.7","2019","SG","34","28","15","  30.9","  6.2"," 14.1","  2.8","  7.8","  3.4","  6.3","  3.2","  3.4"," 0.3","  2.0","  2.3","  3.0"," 0.2"," 0.2","  1.6","  2.1"," 18.4"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.439716312057","0.539682539683","0.539007092199","0.358974358974","0.94117647059"
"106","Kemba Walker","12000000","CHA","6'1""","184","Connecticut","USA","2011","1","9","   1.6","2019","PG","28","26","26","  34.7","  8.6"," 19.7","  3.2","  9.1","  5.4"," 10.6","  5.3","  6.5"," 0.4","  4.0","  4.4","  6.2"," 1.4"," 0.4","  2.6","  1.7"," 25.8"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.436548223350","0.509433962264","0.517766497462","0.351648351648","0.81538461538"
"107","Avery Bradley","12000000","LAC","6'2""","180","Texas","USA","2010","1","19","  -3.4","2019","SG","28","21","21","  29.5","  3.1","  8.4","  0.8","  3.0","  2.3","  5.4","  0.3","  0.4"," 0.5","  1.7","  2.1","  1.7"," 0.7"," 0.5","  1.4","  2.8","  7.3"," 2.5","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","0.369047619048","0.425925925926","0.416666666667","0.266666666667","0.75000000000"
