"","name","salary","team","height_ft","weight_lb","school","country","DraftYear","DraftRound","DraftNum","PlusMinus","PlayerYear","Pos","Age","Games","started","MinGames","FG","FG_att","three","three_att","two","two_att","FT","FT_att","o_reb","d_reb","t_reb","assist","steal","block","TO","fouls","ppg","infl","mvp","mip","SixthMan","dpoy","roy","nba1","nba2","nba3","rook1","rook2","def1","def2","FG_per","two_per","EFG","three_per","FT_per","TeamWins","NumYears"
"5200","Carlos Boozer",11593816,"UTA","6'9""",258,"Duke","USA","2002","2","34",-2,2006,"PF",24,33,19,31.1,6.6,12.1,0,0,6.6,12.1,3,4.2,2.2,6.4,8.6,2.7,0.9,0.2,2.1,3.2,16.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5454545,0.5454545,0.5454545,NA,0.7142857,41,13
"5201","Mike Bibby",11500000,"SAC","6'2""",190,"Arizona","USA","1998","1","2",2.7,2006,"PG",27,82,82,38.6,7.3,16.9,2.3,6.1,4.9,10.8,4.2,4.9,0.4,2.6,2.9,5.4,1,0.1,2.4,2.1,21.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4319527,0.4537037,0.5,0.3770492,0.8571429,44,13
"5202","Lamar Odom",11465333,"LAL","6'10""",230,"Rhode Island","USA","1999","1","4",3.9,2006,"PF",26,80,80,40.3,5.6,11.6,1,2.7,4.6,8.9,2.7,3.9,2.3,7,9.2,5.5,0.9,0.8,2.7,3.2,14.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4827586,0.5168539,0.5258621,0.3703704,0.6923077,45,14
"5203","Pau Gasol",10993000,"MEM","7'0""",240,"None","Spain","2001","1","3",5.3,2006,"PF",25,80,80,39.2,7.5,14.9,0,0.2,7.5,14.8,5.3,7.7,2.4,6.5,8.9,4.6,0.6,1.9,2.9,2.3,20.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5033557,0.5067568,0.5033557,0,0.6883117,49,17
"5204","Andrei Kirilenko",10983000,"UTA","6'9""",225,"None","Russia","1999","1","24",1,2006,"SF",24,69,63,37.7,4.9,10.6,0.5,1.7,4.3,8.9,5,7.2,2.3,5.7,8,4.3,1.5,3.2,2.9,2.3,15.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES",0.4622642,0.4831461,0.4858491,0.2941176,0.6944444,41,12
"5205","Rasheed Wallace",10860000,"DET","6'11""",230,"North Carolina","USA","1995","1","4",12.2,2006,"PF",31,80,80,34.8,5.7,13.3,1.9,5.4,3.8,7.9,1.7,2.3,1.1,5.7,6.8,2.3,1,1.6,1.1,2.9,15.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4285714,0.4810127,0.5,0.3518519,0.7391304,64,12
"5206","Derek Anderson",10763000,"MIA","6'5""",195,"Kentucky","USA","1997","1","13",-1.7,2006,"SG",31,43,11,24.3,2.5,7,0.9,3.1,1.6,3.9,2.2,2.6,0.5,2.8,3.3,2.3,0.5,0.1,1.3,2.3,8.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3571429,0.4102564,0.4214286,0.2903226,0.8461538,52,9
"5207","Zach Randolph",10666667,"POR","6'9""",253,"Michigan State","USA","2001","1","19",-9.6,2006,"PF",24,74,71,34.4,7.2,16.6,0.2,0.7,7,15.9,3.3,4.6,2.6,5.4,8,1.9,0.8,0.2,2.2,2.5,18,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4337349,0.4402516,0.439759,0.2857143,0.7173913,21,17
"5208","Kenyon Martin",10636364,"DEN","6'9""",240,"Cincinnati","USA","2000","1","1",1.9,2006,"PF",28,56,49,27.6,5.3,10.7,0.1,0.4,5.2,10.3,2.2,3,1.7,4.6,6.3,1.4,0.8,0.9,1.3,3.1,12.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4953271,0.5048544,0.5,0.25,0.7333333,44,14
"5209","Raef LaFrentz",10623288,"BOS","6'11""",245,"Kansas","USA","1998","1","3",-0.2,2006,"PF",29,82,63,24.8,2.9,6.7,1.4,3.5,1.5,3.2,0.6,0.9,1,4,5,1.4,0.4,0.9,0.8,3.3,7.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4328358,0.46875,0.5373134,0.4,0.6666667,33,9
"5210","Larry Hughes",10344900,"CLE","6'5""",184,"Saint Louis","USA","1998","1","8",1.4,2006,"SG",27,36,31,35.6,5.3,13,0.8,2.1,4.6,10.9,4.1,5.4,0.7,3.8,4.5,3.6,1.5,0.6,2.8,3.3,15.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","YES","NO",0.4076923,0.4220183,0.4384615,0.3809524,0.7592593,50,12
"5211","Gilbert Arenas",10243200,"WAS","6'4""",210,"Arizona","USA","2001","2","30",3,2006,"PG",24,80,80,42.3,9.3,20.9,2.5,6.8,6.8,14.1,8.2,10,0.7,2.8,3.5,6.1,2,0.3,3.7,3.6,29.3,3.4,"NO","NO","NO","NO","NO","NO","NO","YES","NO","NO","NO","NO",0.4449761,0.4822695,0.5047847,0.3676471,0.82,42,10
"5212","Richard Jefferson",10200000,"BRK","6'7""",225,"Arizona","USA","2001","1","13",3.9,2006,"SF",25,78,78,39.2,6.3,12.9,0.8,2.4,5.6,10.5,6,7.4,1.2,5.6,6.8,3.8,0.8,0.2,2.2,2.5,19.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4883721,0.5333333,0.5193798,0.3333333,0.8108108,49,17
"5213","Wally Szczerbiak",10000000,"BOS","6'7""",244,"Miami (OH)","USA","1999","1","6",0.7,2006,"SF",28,72,71,37.9,6.8,14.1,1.4,3.5,5.4,10.5,3.9,4.3,1.1,3.3,4.3,3,0.6,0.3,1.9,2.1,19,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4822695,0.5142857,0.5319149,0.4,0.9069767,33,10
"5214","Doug Christie",9775000,"DAL","6'6",205,"Pepperdine","USA","1992","1","17",-2,2006,"SG",35,7,7,26.4,1.3,3.7,0,0.1,1.3,3.6,1.1,1.7,0.3,1.6,1.9,2,1.3,0.1,0.9,1.4,3.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3513514,0.3611111,0.3513514,0,0.6470588,60,8
"5215","Steve Nash",9625000,"PHO","6'3""",195,"Santa Clara","Canada","1996","1","15",8.1,2006,"PG",31,79,79,35.4,6.8,13.4,1.9,4.3,4.9,9,3.3,3.5,0.6,3.6,4.2,10.5,0.8,0.2,3.5,1.5,18.8,3.4,"YES","NO","NO","NO","NO","YES","NO","NO","NO","NO","NO","NO",0.5074627,0.5444444,0.5783582,0.4418605,0.9428571,54,15
"5216","Vin Baker",9183333,"LAC","6'11""",240,"Hartford","USA","1993","1","8",12.2,2006,"C",34,8,1,10.6,0.9,1.9,0,0,0.9,1.9,1.6,2.3,0.3,2.1,2.4,0.5,0.5,0.5,1.1,1.6,3.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4736842,0.4736842,0.4736842,NA,0.6956522,47,7
"5217","Marcus Camby",9150000,"DEN","6'11""",230,"Massachusetts","USA","1996","1","2",1.5,2006,"C",31,56,54,33.2,5.4,11.6,0,0.2,5.4,11.4,2,2.8,2.4,9.6,11.9,2.1,1.4,3.3,1.6,2.8,12.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4655172,0.4736842,0.4655172,0,0.7142857,44,14
"5218","Maurice Taylor",9100000,"NYK","6'9""",265,"Michigan","USA","1997","1","14",-5.9,2006,"PF",29,67,13,18.1,2.7,5.8,0,0,2.7,5.8,0.9,1.2,1,2.4,3.4,0.8,0.3,0.2,1.5,2.6,6.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4655172,0.4655172,0.4655172,NA,0.75,23,7
"5219","Tyson Chandler",9000000,"CHI","7'1""",235,"None","USA","2001","1","2",2.7,2006,"C",23,79,50,26.8,2,3.6,0,0,2,3.6,1.2,2.4,3.4,5.7,9,1,0.5,1.3,1.6,3.8,5.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5555556,0.5555556,0.5555556,NA,0.5,41,17
"5220","Shandon Anderson",8935000,"MIA","6'6",215,"Georgia","USA","1996","2","54",-0.6,2006,"SF",32,48,1,13.3,1.1,2.6,0.1,0.4,1,2.2,0.3,0.4,0.4,1.3,1.7,0.6,0.4,0.1,0.5,1.6,2.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4230769,0.4545455,0.4423077,0.25,0.75,52,7
"5221","Jason Richardson",8888888,"GSW","6'6",225,"Michigan State","USA","2001","1","5",1,2006,"SG",25,75,75,38.4,8.5,19.2,2.4,6.4,6.1,12.8,3.7,5.5,1.4,4.4,5.8,3.1,1.3,0.5,2.2,2.7,23.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4427083,0.4765625,0.5052083,0.375,0.6727273,34,13
"5222","Brad Miller",8750000,"SAC","7'0""",261,"Purdue","USA","Undrafted","Undrafted","Undrafted",4.1,2006,"C",29,79,79,37,5.5,11.1,0.4,1.1,5.1,10,3.5,4.3,1.5,6.2,7.8,4.7,0.8,0.8,2.3,3,15,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4954955,0.51,0.5135135,0.3636364,0.8139535,44,13
"5223","Zydrunas Ilgauskas",8740000,"CLE","7'3""",260,"None","Lithuania","1996","1","20",4.3,2006,"C",30,78,78,29.3,5.8,11.4,0,0.1,5.8,11.3,4.1,4.9,3.1,4.4,7.6,1.2,0.5,1.7,2,3.6,15.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5087719,0.5132743,0.5087719,0,0.8367347,50,11
"5224","Erick Dampier",8662500,"DAL","6'11""",265,"Mississippi State","USA","1996","1","10",7.4,2006,"C",30,82,36,23.6,2.1,4.2,0,0,2.1,4.2,1.5,2.6,3.3,4.5,7.8,0.6,0.3,1.3,1.4,3.2,5.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.5,0.5,NA,0.5769231,60,12
"5225","Kelvin Cato",8640000,"DET","6'11""",275,"Iowa State","USA","1997","1","15",-7.6,2006,"C",31,27,0,12.3,1.3,3.1,0,0,1.3,3.1,1,1.3,0.7,1.9,2.6,0.1,0.2,0.4,0.7,1.9,3.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4193548,0.4193548,0.4193548,NA,0.7692308,64,8
"5226","Richard Hamilton",8625000,"DET","6'7""",193,"Connecticut","USA","1999","1","7",9.8,2006,"SG",27,80,80,35.3,8.1,16.5,0.7,1.5,7.4,15,3.2,3.8,1.1,2.2,3.2,3.4,0.7,0.2,2.2,2.6,20.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4909091,0.4933333,0.5121212,0.4666667,0.8421053,64,14
"5227","Rashard Lewis",8571429,"OKC","6'10""",215,"None","USA","1998","2","32",-3.5,2006,"SF",26,78,77,36.9,6.9,14.8,1.8,4.7,5.1,10,4.5,5.5,1.4,3.6,5,2.3,1.3,0.6,1.8,2.4,20.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4662162,0.51,0.527027,0.3829787,0.8181818,35,15
"5228","Jamaal Magloire",8533333,"MIL","6'11""",259,"Kentucky","Canada","2000","1","19",-1.9,2006,"C",27,82,82,30.1,3.5,7.5,0,0,3.5,7.5,2.2,4.1,2.7,6.8,9.5,0.7,0.4,1,2,3.4,9.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4666667,0.4666667,0.4666667,NA,0.5365854,40,12
"5229","Samuel Dalembert",8470000,"PHI","6'11""",250,"Seton Hall","Haiti","2001","1","26",-1.7,2006,"C",24,66,52,26.7,3,5.6,0,0,3,5.6,1.4,2,2.4,5.8,8.2,0.4,0.5,2.4,1.6,3.7,7.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5357143,0.5357143,0.5357143,NA,0.7,38,13
"5230","Tony Parker",8400000,"SAS","6'2""",177,"None","France","2001","1","28",10.5,2006,"PG",23,80,80,33.9,7.8,14.2,0.1,0.5,7.7,13.8,3.2,4.5,0.5,2.8,3.3,5.8,1,0.1,3.1,2,18.9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5492958,0.557971,0.5528169,0.2,0.7111111,63,17
"5231","Jerry Stackhouse",8367187,"DAL","6'6",218,"North Carolina","USA","1995","1","3",4.5,2006,"SG",31,55,11,27.7,4.4,11,0.7,2.4,3.7,8.6,3.5,4,0.6,2.2,2.8,2.9,0.7,0.2,2.2,1.7,13,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4,0.4302326,0.4318182,0.2916667,0.875,60,14
"5232","Mehmet Okur",8250000,"UTA","6'11""",249,"None","Turkey","2001","2","37",-1.7,2006,"PF",26,82,82,35.9,6.3,13.8,1,2.9,5.4,10.9,4.3,5.5,2.6,6.5,9.1,2.4,0.5,0.9,2,3.5,18,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4565217,0.4954128,0.4927536,0.3448276,0.7818182,41,10
"5233","Andre Miller",8100000,"DEN","6'2""",205,"Utah","USA","1999","1","8",2.6,2006,"PG",29,82,82,35.8,4.9,10.6,0.1,0.3,4.9,10.3,3.8,5.2,1.1,3.2,4.3,8.2,1.3,0.2,3.1,2.6,13.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4622642,0.4757282,0.4669811,0.3333333,0.7307692,44,17
"5234","Bobby Simmons",8000000,"MIL","6'6",228,"DePaul","USA","2001","2","41",1.3,2006,"SF",25,75,74,33.8,4.9,10.8,1.4,3.3,3.5,7.4,2.2,2.7,1.2,3.2,4.4,2.3,1.1,0.3,1.6,3.4,13.4,3.4,"NO","YES","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4537037,0.472973,0.5185185,0.4242424,0.8148148,40,9
"5235","PJ Brown",8000000,"NOP","6'11""",239,"Louisiana Tech","USA","1992","2","29",-3.3,2006,"C",36,75,73,31.7,3.6,7.8,0,0,3.6,7.8,1.9,2.2,2.4,4.9,7.3,1.2,0.6,0.7,1.2,2.9,9,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4615385,0.4615385,0.4615385,NA,0.8636364,38,8
"5236","Bonzi Wells",8000000,"SAC","6'5""",210,"Ball State","USA","1998","1","11",3.6,2006,"SG",29,52,41,32.4,5.5,11.8,0.2,0.9,5.3,10.9,2.5,3.7,2.7,5,7.7,2.8,1.8,0.5,2.4,3,13.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4661017,0.4862385,0.4745763,0.2222222,0.6756757,44,9
"5237","Austin Croshere",7900000,"IND","6'10""",235,"Providence","USA","1997","1","12",4.2,2006,"PF",30,50,26,23,2.6,5.7,1.1,2.8,1.6,2.9,1.8,2,1.2,4.1,5.3,1.2,0.4,0.1,1,2.1,8.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4561404,0.5517241,0.5526316,0.3928571,0.9,41,10
"5238","Lorenzen Wright",7700000,"MEM","6'11""",240,"Memphis","USA","1996","1","7",4.8,2006,"C",30,78,58,21.7,2.5,5.2,0,0,2.5,5.2,0.8,1.5,1.8,3.2,5.1,0.6,0.7,0.6,0.9,2.6,5.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4807692,0.4807692,0.4807692,NA,0.5333333,49,9
"5239","Jason Williams",7562500,"MIA","6'1""",180,"Florida","USA","1998","1","7",5.9,2006,"PG",30,59,56,31.8,4.5,10.3,1.8,4.9,2.7,5.4,1.4,1.7,0.1,2.3,2.4,4.9,0.9,0.1,1.7,1.7,12.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4368932,0.5,0.5242718,0.3673469,0.8235294,52,11
"5240","Ben Wallace",7500000,"DET","6'9""",240,"Virginia Union","USA","Undrafted","Undrafted","Undrafted",11.6,2006,"C",31,82,82,35.2,2.9,5.7,0,0,2.9,5.6,1.5,3.6,3.7,7.6,11.3,1.9,1.8,2.2,1.1,2,7.3,3.4,"NO","NO","NO","YES","NO","NO","NO","YES","NO","NO","YES","NO",0.5087719,0.5178571,0.5087719,NA,0.4166667,64,13
"5241","Kwame Brown",7500000,"LAL","6'11""",248,"None","USA","2001","1","1",2.3,2006,"C",23,72,49,27.5,2.8,5.4,0,0,2.8,5.4,1.8,3.3,2.5,4,6.6,1,0.4,0.6,1.4,2.7,7.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5185185,0.5185185,0.5185185,NA,0.5454545,45,12
"5242","Peja Stojakovic",7500000,"IND","6'10""",229,"None","Serbia and Mo...","1996","1","14",1.2,2006,"SF",28,71,71,36.6,6.3,14.3,2.3,5.7,4,8.6,3.4,3.7,1.1,4.7,5.8,1.9,0.6,0.1,1.5,2.4,18.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4405594,0.4651163,0.520979,0.4035088,0.9189189,41,9
"5243","Manu Ginobili",7428937,"SAS","6'6",205,"None","Argentina","1999","2","57",11.4,2006,"SG",28,65,56,27.9,4.8,10.3,1.3,3.3,3.5,7,4.3,5.5,0.6,2.9,3.5,3.6,1.6,0.4,1.9,2.4,15.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4660194,0.5,0.5291262,0.3939394,0.7818182,63,16
"5244","Eddy Curry",7390000,"NYK","6'11""",285,"None","USA","2001","1","4",-9.8,2006,"C",23,72,69,25.9,4.7,8.3,0,0,4.7,8.3,4.3,6.8,2,4,6,0.3,0.4,0.8,2.5,3.3,13.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5662651,0.5662651,0.5662651,NA,0.6323529,23,9
"5245","Troy Murphy",7365079,"GSW","6'11""",245,"Notre Dame","USA","2001","1","14",-2.4,2006,"PF",25,74,74,34,4.9,11.3,0.8,2.4,4.1,8.9,3.4,4.3,2.6,7.4,10,1.4,0.6,0.4,1.5,2.6,14,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4336283,0.4606742,0.4690265,0.3333333,0.7906977,34,12
"5246","Desmond Mason",7333333,"NOP","6'5""",222,"Oklahoma State","USA","2000","1","17",-5.8,2006,"SF",28,70,55,30,3.9,9.9,0,0.1,3.9,9.8,2.9,4.3,0.9,3.3,4.3,0.9,0.6,0.2,1.6,1.9,10.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3939394,0.3979592,0.3939394,0,0.6744186,38,10
"5247","Adonal Foyle",7312500,"GSW","6'10""",270,"Colgate","St. Vincent &...","1997","1","8",-0.6,2006,"C",30,77,72,23.7,2,3.9,0,0,2,3.9,0.5,0.9,1.9,3.6,5.5,0.4,0.6,1.6,1,2.8,4.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5128205,0.5128205,0.5128205,NA,0.5555556,34,10
"5248","Calvin Booth",7255098,"WAS","6'11""",250,"Penn State","USA","1999","2","35",-1.7,2006,"C",29,33,2,7.6,0.6,1.4,0,0.1,0.6,1.4,0.2,0.3,0.6,1,1.6,0.4,0.3,0.3,0.2,1.3,1.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4285714,0.4285714,0.4285714,0,0.6666667,42,9
"5249","Darius Miles",7250000,"POR","6'9""",210,"None","USA","2000","1","3",-8.7,2006,"SF",24,40,23,32.2,5.9,12.8,0.1,0.3,5.8,12.5,2.2,4.1,0.6,4,4.6,1.8,1.1,1,2.5,2.5,14,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4609375,0.464,0.4648438,0.3333333,0.5365854,21,7
"5250","Cuttino Mobley",7200000,"LAC","6'4""",215,"Rhode Island","USA","1998","2","41",2.1,2006,"SG",30,79,74,37.7,5.4,12.8,1.1,3.1,4.4,9.7,2.9,3.5,0.6,3.7,4.3,3,1.2,0.5,1.8,2.6,14.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.421875,0.4536082,0.4648438,0.3548387,0.8285714,47,10
"5251","Corey Maggette",7000000,"LAC","6'6",225,"Duke","USA","1999","1","13",7,2006,"SF",26,32,13,29.5,5.2,11.7,0.8,2.2,4.5,9.5,6.6,8,0.9,4.4,5.3,2.1,0.6,0.1,2.4,3,17.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4444444,0.4736842,0.4786325,0.3636364,0.825,47,14
"5252","Al Harrington",6957500,"ATL","6'9""",245,"None","USA","1998","1","25",-6.3,2006,"PF",25,76,76,36.6,7.3,16.1,0.9,2.5,6.4,13.5,3.2,4.6,1.7,5.1,6.9,3.1,1.1,0.2,2.6,4,18.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4534161,0.4740741,0.4813665,0.36,0.6956522,26,15
"5253","Quentin Richardson",6940000,"NYK","6'6",230,"DePaul","USA","2000","1","18",-9.9,2006,"SF",25,55,43,26.2,3,8.3,1.2,3.4,1.8,4.9,1.1,1.7,1.2,3,4.2,1.6,0.7,0.1,1,2.4,8.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.3614458,0.3673469,0.4337349,0.3529412,0.6470588,23,12
"5254","Antoine Walker",6880000,"MIA","6'9""",245,"Kentucky","USA","1996","1","6",3.1,2006,"PF",29,82,19,26.8,4.8,11,1.7,4.7,3.1,6.3,1,1.6,1.3,3.9,5.1,2,0.6,0.4,1.8,2.3,12.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4363636,0.4920635,0.5136364,0.3617021,0.625,52,9
"5255","Sam Cassell",6875000,"LAC","6'3""",185,"Florida State","USA","1993","1","24",4.5,2006,"PG",36,78,75,34,6.3,14.3,0.9,2.4,5.4,11.8,3.7,4.3,0.5,3.2,3.7,6.3,0.9,0.1,2.2,2.9,17.2,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4405594,0.4576271,0.472028,0.375,0.8604651,47,9
"5256","Metta World Peace",6842105,"SAC","6'7""",260,"St. John's (NY)","USA","1999","1","16",8.1,2006,"SF",26,56,56,39.4,6.3,15.5,1.4,4.5,4.9,11,3.7,5.4,1.3,3.8,5.1,3.6,2.2,0.7,2.3,2.9,17.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4064516,0.4454545,0.4516129,0.3111111,0.6851852,44,17
"5257","Mike Miller",6750000,"MEM","6'8""",218,"Florida","USA","2000","1","5",2,2006,"SG",25,74,9,30.6,4.8,10.3,1.9,4.6,2.9,5.7,2.3,2.8,0.6,4.8,5.4,2.7,0.7,0.4,1.9,2.3,13.7,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4660194,0.5087719,0.5582524,0.4130435,0.8214286,49,17
"5258","Rasho Nesterovic",6720000,"SAS","7'0""",255,"None","Slovenia","1998","1","17",8.8,2006,"C",29,80,51,18.9,2.2,4.2,0,0,2.2,4.2,0.2,0.4,1.4,2.4,3.9,0.4,0.3,1.1,0.7,2.6,4.5,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5238095,0.5238095,0.5238095,NA,0.5,63,8
"5259","Jason Terry",6666667,"DAL","6'2""",180,"Arizona","USA","1999","1","10",9,2006,"PG",28,80,80,35,6.5,13.7,2.1,5.2,4.3,8.5,2.1,2.6,0.4,1.6,2,3.8,1.3,0.3,1.7,2.5,17.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4744526,0.5058824,0.5510949,0.4038462,0.8076923,60,19
"5260","Kurt Thomas",6620062,"PHO","6'9""",235,"Texas Christian","USA","1995","1","10",9.1,2006,"C",33,53,50,26.6,3.6,7.4,0,0,3.6,7.4,1.4,1.7,1.9,5.9,7.8,1.1,0.4,1,1.1,3.6,8.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4864865,0.4864865,0.4864865,NA,0.8235294,54,14
"5261","Kenny Thomas",6500000,"SAC","6'7""",245,"New Mexico","USA","1999","1","22",-0.8,2006,"PF",28,82,55,28,3.7,7.4,0,0,3.7,7.4,1.7,2.5,2.4,5.1,7.5,2,0.9,0.5,1.6,2.4,9.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5,0.5,0.5,NA,0.68,44,10
"5262","Jamal Crawford",6480000,"NYK","6'5""",190,"Michigan","USA","2000","1","8",-5.8,2006,"SG",25,79,27,32.3,4.6,11.1,1.3,3.7,3.4,7.4,3.7,4.5,0.5,2.7,3.1,3.8,1.1,0.2,2.2,1.9,14.3,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4144144,0.4594595,0.472973,0.3513514,0.8222222,23,18
"5263","Lamond Murray",6388500,"BRK","6'7""",235,"California","USA","1994","1","7",-4.1,2006,"SF",32,57,1,10.1,1.3,3.2,0.5,1.4,0.8,1.8,0.4,0.7,0.5,1.8,2.3,0.2,0.3,0.1,0.4,1.2,3.4,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.40625,0.4444444,0.484375,0.3571429,0.5714286,49,6
"5264","Joe Smith",6353200,"MIL","6'10""",225,"Maryland","USA","1995","1","1",-0.7,2006,"PF",30,44,5,20.2,3.3,6.9,0,0,3.3,6.9,2,2.6,1.9,3.3,5.2,0.7,0.5,0.3,0.9,2.7,8.6,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4782609,0.4782609,0.4782609,NA,0.7692308,40,11
"5265","Ruben Patterson",6353200,"DEN","6'5""",223,"Cincinnati","USA","1998","2","31",-5.8,2006,"SF-SG",30,71,22,25.2,4.6,8.9,0,0.2,4.6,8.8,2.9,4.8,1.7,1.8,3.4,1.8,1.1,0.3,2.1,2.1,12.1,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5168539,0.5227273,0.5168539,0,0.6041667,44,9
"5266","Scot Pollard",6274937,"IND","6'11""",265,"Kansas","USA","1997","1","19",4.1,2006,"C",30,45,32,17.1,1.6,3.4,0,0,1.6,3.4,0.6,0.8,1.6,3.2,4.8,0.5,0.8,0.4,0.6,2.6,3.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.4705882,0.4705882,0.4705882,NA,0.75,41,8
"5267","Danny Fortson",6207670,"OKC","6'8""",260,"Cincinnati","USA","1997","1","10",9.7,2006,"C",29,23,1,12,1.2,2.2,0,0,1.2,2.2,1.4,1.9,1.3,2,3.4,0.1,0.2,0.1,1.1,3.3,3.8,3.4,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",0.5454545,0.5454545,0.5454545,NA,0.7368421,35,8
